Arrival at Time,Product finished at Time
15587.57664,15605.65011
15610.72237,15643.44011
15636.24645,15653.90938
15639.92246,15657.18543
15663.87729,15682.09092
15688.85347,15751.19443
15713.95163,15786.24529
15728.84215,15852.43962
15730.66338,15917.87628
15790.94278,15938.37876
15805.87276,15942.99002
15841.68598,16001.82961
15858.73531,16002.40534
15882.53846,16069.78922
15939.82333,16074.17239
15958.53908,16099.68787
15986.89655,16121.33801
16014.16397,16126.69898
16025.26261,16238.37158
16034.29328,16241.28834
16039.3546,16245.02636
16052.42019,16273.14732
16092.12558,16305.52381
16120.08695,16345.82065
16140.51829,16346.98186
16144.34987,16355.72343
16178.61159,16362.41045
16183.65948,16364.01175
16191.69088,16428.58302
16269.25951,16511.62689
16284.15685,16652.26562
16299.9541,16680.2177
16376.71859,16709.91076
16411.48537,16720.0918
16451.1806,16746.60462
16496.64376,16764.40633
16532.3271,16768.62863
16597.29169,16820.22891
16616.67061,16866.30424
16661.72193,16882.10989
16710.85495,16908.80755
16734.50008,16969.13479
16814.32028,16984.59894
16882.56711,17020.84565
16947.79222,17082.58463
16958.35453,17106.40246
16977.9558,17234.31599
17090.16022,17347.94925
17095.65219,17360.82361
17111.99797,17437.09115
17125.51029,17477.58664
17142.85805,17491.86341
17199.34668,17509.33707
17249.04922,17520.6555
17250.52596,17532.34311
17257.96805,17548.61575
17273.6891,17555.23955
17280.71566,17580.89739
17300.97553,17586.16258
17329.3377,17606.42525
17329.34188,17612.73459
17349.72093,17684.00165
17437.96343,17702.2389
17476.59031,17724.57963
17558.41123,17743.0709
17560.89326,17776.65663
17600.57598,17786.8433
17601.80887,17842.88761
17667.37992,17884.80142
17690.90516,17901.07504
17711.86557,17954.64589
17747.80879,17964.37316
17757.07142,17978.09546
17804.59985,17981.93197
17805.09484,17989.38414
17819.6812,18063.5001
17850.08603,18081.0769
17867.38941,18115.65517
17869.0915,18118.75847
17897.17027,18145.68946
17910.93373,18149.28427
17915.17418,18192.87153
17917.23343,18200.27715
17971.12673,18203.98942
17999.48585,18209.72163
18005.0082,18211.94723
18008.92485,18318.52738
18063.06982,18331.92805
18100.31796,18338.90132
18101.34683,18365.00327
18153.55049,18408.48388
18165.3393,18436.29772
18209.79569,18438.20292
18216.94572,18462.82747
18263.16858,18560.33168
18266.93928,18611.71152
18270.21406,18691.91981
18298.60691,18708.36978
18315.16435,18720.54905
18329.46412,18740.96735
18338.08543,18849.02771
18345.2532,18856.31599
18353.72903,18917.64645
18363.85437,18918.47276
18393.62992,18927.72975
18405.21769,18930.44867
18506.28663,18953.16437
18601.35601,18956.82793
18615.77685,18962.92057
18616.77002,18963.68068
18671.90333,18982.6336
18682.25243,19026.80458
18752.21364,19128.10525
18766.15546,19215.81641
18814.22962,19232.92931
19008.70792,19235.8118
19019.42949,19295.00763
19022.54845,19380.01517
19086.08535,19417.85222
19147.13253,19495.2577
19150.68478,19529.3938
19188.36817,19536.7233
19214.70988,19584.89563
19249.42738,19592.66167
19273.1543,19658.49765
19304.69335,19673.49816
19307.93511,19684.20608
19333.76333,19689.30788
19338.00516,19749.86476
19359.74738,19814.09106
19365.43972,19843.2597
19410.28784,19999.97148
19524.57053,20039.25939
19536.87107,20056.90845
19556.10573,20076.39853
19558.48782,20121.60485
19570.1271,20136.16531
19591.7155,20142.81145
19596.51207,20143.51345
19670.56989,20177.63935
19732.60224,20188.51035
19737.45686,20263.58371
19767.06423,20268.10316
19783.15378,20278.54564
19832.33466,20286.68086
19850.38993,20334.5221
19865.56782,20334.89461
19873.21243,20361.19514
19898.64945,20365.93636
19943.39329,20376.47642
19962.36631,20384.36983
20054.7775,20390.93892
20081.03788,20398.72042
20134.15826,20416.66689
20152.49282,20423.18985
20157.5967,20499.71807
20162.44162,20508.70034
20186.45875,20510.91294
20187.79721,20512.97776
20234.39534,20536.5162
20245.37545,20541.30013
20248.80149,20608.13534
20269.05697,20727.277
20291.90289,20727.74071
20297.52194,20730.90177
20311.57952,20804.61223
20318.62638,20861.26837
20350.38016,20867.03709
20383.28562,20873.18313
20396.9764,20873.56064
20400.81408,20933.77356
20406.68438,20948.88677
20423.32242,20950.029
20438.72082,20975.81342
20440.61473,20991.02518
20482.84685,21038.42807
20574.75661,21054.61889
20589.38706,21077.26798
20617.64629,21098.9289
20658.47664,21127.27619
20689.54298,21148.59322
20706.11285,21150.37558
20715.90792,21158.48216
20777.69401,21204.5886
20808.37119,21254.70939
20858.84574,21367.47581
20915.28487,21411.72068
20963.75584,21412.54618
20964.17947,21516.25557
20966.98785,21558.67128
20977.45853,21581.73441
21006.41422,21598.27066
21021.3737,21628.60703
21057.83283,21632.10216
21092.87004,21661.4892
21099.58713,21675.5836
21099.96875,21739.15508
21131.92253,21778.19384
21136.95253,21816.52955
21275.51135,21878.77919
21284.30681,21887.7975
21289.29289,21898.45945
21297.17105,21932.91555
21301.71321,21939.84585
21325.1284,21955.33515
21345.69829,22028.44524
21453.61845,22061.8315
21454.75148,22080.96017
21483.68897,22104.7087
21499.24294,22142.28743
21513.06984,22156.57711
21544.61755,22184.47016
21561.37832,22208.7506
21587.19868,22310.87389
21594.06817,22321.38651
21602.8233,22324.09591
21605.83511,22329.43689
21614.28335,22333.32517
21658.94824,22373.25693
21663.19762,22393.4779
21693.28212,22447.02958
21704.1683,22452.59848
21736.7207,22473.26387
21757.27294,22533.3363
21849.27541,22630.18277
21910.72616,22637.09227
21919.90503,22739.92527
21973.87902,22774.88703
21988.17043,22780.67214
22009.56263,22856.51688
22037.55704,22856.85876
22039.40778,22865.68554
22082.89802,22886.16659
22087.19363,22903.19533
22098.73289,22913.88655
22131.13723,22924.86458
22158.73065,23059.85691
22164.93007,23073.20712
22173.79157,23089.30979
22216.70689,23097.34311
22222.29536,23143.59512
22224.88721,23185.50413
22242.25271,23196.38669
22317.60371,23241.91333
22364.56309,23334.59345
22457.44868,23342.84207
22506.98409,23344.61703
22537.19926,23354.35215
22546.32145,23368.1347
22554.11598,23384.50149
22580.97405,23401.26107
22584.77633,23444.56735
22610.32568,23518.99065
22618.63297,23533.16633
22629.43119,23544.77871
22635.03997,23554.56663
22786.16006,23571.12966
22832.23985,23583.07373
22838.13193,23588.04136
22946.9934,23610.51468
23010.25715,23617.14259
23019.27915,23619.98651
23020.58401,23672.36349
23038.29481,23673.90309
23045.3769,23686.8454
23053.5883,23727.69993
23059.65114,23740.28574
23065.74675,23768.42734
23070.5038,23798.68578
23142.08234,23816.85508
23155.0367,23872.97084
23157.80385,23877.90812
23160.82415,23950.4072
23163.62798,23972.82188
23173.86779,24037.33131
23279.42321,24085.04548
23300.36575,24090.53055
23307.32649,24139.33843
23311.42313,24163.52354
23321.71392,24184.15145
23326.21774,24198.9057
23358.57594,24204.39517
23405.33997,24365.55284
23520.41983,24392.09694
23555.87846,24396.01619
23576.42035,24439.70581
23581.56281,24485.68587
23599.27738,24536.98447
23618.00445,24547.82269
23626.39465,24568.09268
23647.02523,24574.80276
23719.50862,24584.39951
23720.41844,24590.32649
23741.82854,24596.4241
23783.40545,24614.05594
23784.2116,24629.64813
23867.80855,24694.79395
23903.36397,24703.39367
23920.7605,24740.95352
23956.37214,24778.31711
23962.928,24793.84915
23970.80156,24823.81819
23976.1138,24886.8133
23978.43834,24912.84148
24024.27751,24938.04709
24038.84694,24972.14943
24121.6778,25001.16905
24150.17805,25009.84803
24210.20118,25024.15635
24228.45314,25068.16322
24264.80584,25071.06604
24290.02566,25080.61161
24336.82607,25104.26388
24349.29982,25108.38163
24385.29906,25176.01737
24439.4191,25272.5243
24454.79218,25314.67795
24517.87181,25363.38906
24543.54924,25365.00361
24551.75609,25381.75864
24629.14524,25412.61373
24673.94336,25429.78255
24725.89655,25439.36339
24736.31279,25490.16209
24868.73983,25531.49808
24936.489,25585.33722
24969.62602,25645.01396
24973.88883,25645.55942
24995.98166,25648.34218
25009.00425,25650.44662
25034.51021,25693.98274
25065.42149,25710.96982
25095.48165,25734.18663
25133.41278,25735.28919
25168.97025,25745.29904
25189.32694,25787.09401
25224.8191,25800.47977
25255.5014,25823.43935
25296.74532,25914.08668
25330.00922,25928.41339
25417.7459,25994.71711
25427.09666,26035.10351
25449.00983,26038.86913
25450.87716,26067.96017
25464.2931,26106.03614
25464.38639,26124.64864
25464.89051,26132.53939
25485.56625,26184.31528
25494.29357,26189.36701
25510.11608,26219.2572
25595.10911,26233.71937
25595.5559,26321.34507
25642.61705,26346.72259
25653.94527,26400.68714
25685.52879,26401.57844
25700.07445,26402.43774
25729.51579,26419.74956
25777.44132,26468.2553
25782.11989,26485.6437
25836.15558,26490.36123
25849.60463,26490.45625
25859.51551,26502.25568
25912.23268,26508.5258
25980.12574,26588.42695
25983.54092,26597.39925
26088.85744,26678.61433
26102.20971,26733.31691
26106.43901,26769.38309
26197.69789,26777.06346
26212.20577,26792.63767
26245.49873,26801.15357
26263.32599,26805.50089
26284.22036,26823.55945
26298.8776,26823.95525
26323.62733,26826.2164
26341.47866,26888.24405
26353.81926,26929.95313
26356.22726,26940.80654
26397.91405,26976.2095
26507.6642,26976.7274
26508.57644,27010.85595
26520.79316,27014.02013
26537.25344,27029.71907
26554.32124,27035.97196
26564.62667,27066.14945
26582.78739,27085.95765
26598.16138,27229.66637
26612.64397,27262.77197
26638.98157,27264.59353
26662.51467,27316.46983
26697.85876,27352.87721
26704.88731,27391.47708
26728.60513,27401.88316
26748.36674,27407.01049
26807.77595,27460.98875
26819.81542,27463.54385
26956.52837,27465.20249
26982.22085,27480.6048
27010.78166,27488.20726
27031.04685,27529.05059
27127.51062,27594.41338
27185.58636,27604.89898
27217.09976,27639.04548
27299.10729,27647.72136
27314.46544,27670.65962
27316.6102,27750.52628
27331.84094,27755.724
27332.72243,27859.19849
27364.94691,27996.14809
27390.42294,28030.73291
27406.07363,28059.30068
27498.73301,28086.01436
27503.62542,28139.64949
27553.56805,28167.51928
27559.99062,28193.4527
27575.78623,28226.16384
27583.49308,28258.744
27633.94422,28268.698
27635.11508,28302.00044
27783.01374,28343.07735
27783.8422,28482.54297
27797.75689,28505.41744
27890.37476,28524.41741
27916.49636,28575.94219
27951.11316,28584.2998
28034.97552,28598.39785
28132.77458,28609.56695
28163.71522,28675.59618
28212.50602,28748.62029
28218.18926,28852.75837
28233.51267,28885.05162
28303.48541,28898.15407
28355.54406,28916.26593
28363.3835,28926.76401
28386.83514,28960.77082
28409.15575,28981.01282
28418.1079,29055.70533
28425.1299,29112.88885
28426.15441,29132.3704
28508.9555,29144.07375
28557.63104,29158.53792
28560.44872,29197.40376
28594.98433,29211.37037
28609.15393,29244.6522
28616.69589,29260.44917
28672.18949,29294.52268
28681.9179,29316.30278
28824.70149,29406.17783
28860.9993,29416.61511
28882.07056,29444.84777
28900.83017,29542.74018
28926.90772,29555.61395
28940.1797,29599.10701
28949.62513,29645.86217
28973.78281,29725.63077
28988.92582,29729.71418
29009.49557,29732.39819
29020.25886,29795.45157
29020.48389,29810.70782
29024.00559,29826.10027
29031.46721,29837.51984
29096.70835,29931.2986
29139.69734,29932.78181
29166.64777,29945.49311
29183.8797,29982.00228
29267.97476,30018.08358
29315.03709,30044.25759
29343.96665,30052.51791
29392.89888,30082.41665
29447.2459,30123.8219
29467.02732,30148.63183
29496.69104,30160.39757
29504.26234,30162.53607
29509.15815,30190.15207
29525.19584,30255.18591
29552.19274,30289.84297
29576.82075,30390.84801
29605.84293,30412.27215
29641.33087,30413.43037
29660.03453,30416.49984
29689.63031,30462.80524
29705.55458,30483.47714
29753.99385,30575.17326
29824.36283,30578.74962
29891.27001,30588.39926
29919.9889,30640.90346
29926.55919,30646.32301
29938.48331,30669.75721
29961.58104,30685.25171
30013.47688,30732.35523
30046.71738,30757.59312
30077.80928,30759.47935
30097.01548,30809.23344
30097.08997,30826.62922
30101.92392,30857.11406
30159.37656,30887.50442
30205.13728,30895.85996
30233.64022,30935.44124
30261.44405,30941.81644
30264.77342,30994.27407
30269.67266,31000.44532
30375.17431,31021.83104
30409.27591,31054.65457
30412.83332,31091.34243
30436.13945,31110.81545
30440.79777,31159.30971
30465.05725,31183.62656
30484.06151,31196.93356
30486.07584,31197.39587
30570.06261,31227.834
30573.42382,31231.18185
30577.39099,31242.10988
30582.84715,31269.09894
30620.07085,31269.96505
30637.85829,31277.39724
30643.76334,31281.45275
30653.662,31383.67773
30792.21938,31403.61624
30802.99692,31430.49742
30822.8395,31469.72327
30831.83863,31489.06858
30871.41831,31493.42814
30876.4906,31571.05582
30882.8159,31598.46238
30923.04849,31612.86564
30943.7645,31655.37555
31043.70522,31670.44133
31060.46347,31688.88875
31094.52738,31733.41745
31177.738,31746.50773
31191.94296,31764.58534
31199.29377,31780.3881
31293.44413,31836.34771
31307.0477,31854.32555
31309.90048,31854.75625
31351.82258,31878.09131
31398.80047,31931.88071
31474.53143,31940.94983
31483.87712,32017.67125
31498.58247,32019.94692
31512.32919,32021.02564
31513.28608,32031.88642
31538.42087,32072.83542
31541.869,32084.31676
31583.55186,32092.22361
31594.96837,32123.69759
31609.63345,32133.55797
31614.2373,32136.61535
31629.90531,32139.20879
31661.62589,32156.33478
31707.79972,32186.77508
31803.65754,32251.55849
31828.48618,32281.32155
31835.66091,32298.20528
31846.03995,32385.57719
31865.51039,32390.79587
31887.71903,32457.35906
31924.24827,32478.22958
31989.85893,32522.78699
31996.69795,32535.85989
32021.16139,32538.61999
32027.38021,32566.93362
32029.39881,32583.66119
32127.55042,32620.6955
32170.00275,32620.83219
32182.91982,32630.79171
32274.62557,32671.38536
32335.67316,32677.58268
32362.09499,32678.41084
32376.99585,32690.14539
32394.70097,32697.35971
32427.52021,32768.85426
32428.30725,32782.82058
32478.56124,32825.954
32491.82016,32896.87995
32492.36612,32931.51429
32506.57103,32938.70352
32578.10949,32967.4984
32663.87201,32972.31512
32670.72485,33025.40921
32745.51389,33077.42163
32889.97997,33094.83864
32901.35268,33103.88531
32901.82208,33120.11721
32912.75402,33123.08586
32933.59314,33147.78211
33008.85097,33149.59244
33035.84107,33150.78804
33068.78679,33208.59269
33087.03923,33216.87577
33101.59389,33292.91635
33204.51044,33328.36558
33206.32929,33391.65837
33228.65083,33395.37887
33230.30525,33398.87867
33256.73492,33474.92136
33263.14193,33480.26145
33264.64467,33509.23991
33297.33655,33510.69818
33298.14466,33544.9623
33306.57914,33553.35777
33321.30475,33594.06036
33400.01465,33615.40076
33524.58762,33618.00889
33552.4682,33637.03327
33574.97503,33657.1604
33650.00719,33703.29609
33703.40056,33721.70432
33707.28006,33723.96384
33747.59239,33773.25087
33921.97428,33925.03462
34014.87235,34084.27941
34017.97708,34118.31246
34027.11654,34218.99526
34050.48006,34228.67971
34059.12351,34228.74081
34089.98842,34231.42107
34106.64885,34258.33621
34151.12876,34276.86704
34194.61702,34281.15768
34222.96814,34391.71743
34328.42984,34508.65609
34370.39984,34519.37233
34373.60061,34533.22519
34407.80716,34547.78949
34426.25026,34577.67154
34434.92678,34617.20934
34456.87096,34624.76324
34508.17843,34627.64637
34533.47412,34631.75039
34559.45728,34635.26336
34615.02486,34656.33684
34670.15327,34674.01659
34717.95552,34722.07851
34754.10453,34779.28835
34780.35464,34781.09798
34794.15465,34799.16084
34860.50079,34905.39174
34875.2209,34932.33057
34889.90514,34995.29257
34981.96888,35015.63358
34998.20471,35029.62304
35005.40757,35084.12807
35037.27688,35099.58318
35047.20529,35359.47711
35192.68835,35400.88596
35239.35733,35469.4324
35271.10962,35474.58195
35272.83915,35484.34228
35286.33001,35518.54057
35303.10788,35520.1419
35323.77849,35552.63384
35352.0952,35596.70813
35353.88026,35631.98641
35398.35335,35637.75069
35398.6503,35684.47799
35409.72479,35701.15192
35410.21024,35719.00674
35464.23143,35724.13916
35517.32042,35801.59247
35519.82667,35807.71318
35546.73792,35868.54613
35560.71883,35895.65623
35570.81308,36017.66205
35581.75353,36123.98157
35596.40187,36148.13049
35739.70147,36169.62282
35772.87571,36189.60987
35844.19034,36199.25878
35874.54127,36214.77689
35886.23695,36224.98834
35912.59106,36228.47357
35958.90849,36271.15172
36047.41429,36296.35694
36092.25191,36352.72516
36113.55464,36392.46045
36145.40913,36427.11744
36149.58938,36429.74321
36162.87376,36514.6587
36164.83073,36567.09922
36219.49912,36578.96194
36237.4303,36588.21245
36241.2912,36616.69079
36271.01425,36667.41623
36274.36649,36669.93221
36416.88736,36690.90026
36430.12448,36728.48068
36451.39911,36748.11709
36507.34301,36771.80237
36517.62822,36851.31481
36559.34999,36912.16014
36573.39934,36937.02949
36597.77181,36949.78198
36608.60477,36961.08875
36630.52952,36963.45994
36638.76252,37015.85692
36663.02698,37080.07168
36663.93686,37150.98384
36706.39863,37151.90293
36737.58439,37165.61286
36742.28987,37264.34085
36770.75067,37311.29454
36861.97585,37460.16297
36919.05533,37487.62512
36941.85817,37519.49398
37002.55063,37588.92314
37012.53913,37641.10888
